Species,id,Super_class,Order,Family,Genus,IUCN_Red_List_Category,Common_length,Maximum_length,Vertical_Distribution,Littoral,Continental_shelf,Continental_slope,Open_ocean,Habitat_soft,Habitat_rocky,Habitat_posidonia,Minimum_depth_m,Maximum_depth_m,Migration,Reproduction,Sex.reversal,Semelparity,Diet_type_Larvae,Behavior,Diet_type_Adult,Trophic_level,Vulnerability,Origin,LRFI,RedList,CryptoBenthic,NI,GF,commercial_level,SHarK,DP,B,Fishbase_link,all_commercial_level,highly_commercial_only,SSTmin,SSTmax,SSTmean,SSTmedian,SSS10th,SSS20th,SSS30th,SSS40th,SSS60th,SSS70th,SSS80th,SSS90th,mode,max_depth,m.cluster_core,TopPred,crypto_Brandl
Diplodus cervinus,282,osteichthyen,Perciformes,Sparidae,Diplodus,LC,42.5,55,Benthic,1,0,0,0,0,1,0,10,50,Oceanodromous,Oviparous,Protandrous,no,Planktotrophic,Both,Omnivorous,3,54.55,U,1,0,0,0,0,,0,0,1,http://fishbase.org/summary/Diplodus-cervinus+cervinus.html,0,0,13.43200016,29.67399979,20.02844823,19.82900047,16.33399963,18.22900009,18.9109993,19.3920002,20.33399963,21.11700058,21.86559944,23.88360062,19.54400063,1.698970004,0,0,0
Diplodus puntazzo,283,osteichthyen,Perciformes,Sparidae,Diplodus,LC,35,60,Benthic,1,0,0,0,0,1,0,10,50,Oceanodromous,Oviparous,Protandrous,no,Planktotrophic,Gregarious,Omnivorous,3.2,33.87,U,1,0,0,0,0,commercial,0,0,1,http://fishbase.org/summary/Diplodus-puntazzo.html,1,0,14.52000046,25.49600029,19.97432499,19.71800041,18.36100006,18.78899956,19.15580025,19.43939972,20.13860016,20.56299973,21.24900055,22.0510006,19.59000015,1.698970004,0,0,0
Diplodus sargus,67,osteichthyen,Perciformes,Sparidae,Diplodus,LC,25,45,Benthic,1,0,0,0,0,1,0,1,40,Oceanodromous,Oviparous,Protandrous,no,Planktotrophic,Gregarious,Carnivorous,3.4,63.39,E,1,0,0,0,23,commercial,0,0,1,http://fishbase.org/summary/Diplodus-sargus+sargus.html,1,0,23.54999924,25.65500069,24.61811208,24.62249947,24.02030029,24.23359947,24.3928997,24.51640053,24.71999931,24.83509922,25.00379982,25.23840008,24.62199974,1.602059991,0,0,0
Diplodus vulgaris,284,osteichthyen,Perciformes,Sparidae,Diplodus,LC,25,45,Benthic,0,1,0,0,1,1,1,2,50,Oceanodromous,Oviparous,Protandrous,no,Planktotrophic,Gregarious,Carnivorous,3.5,48.05,U,1,0,0,0,23,commercial,0,0,1,http://fishbase.org/summary/Diplodus-vulgaris.html,1,0,13.43200016,29.3010006,19.75877674,19.64999962,17.49900055,18.61899948,19.04189987,19.36800003,20.0739994,20.53499985,21.26199913,21.81500053,19.59000015,1.698970004,0,0,0
Dussumieria acuta,285,osteichthyen,Clupeiformes,Clupeidae,Dussumieria,LC,15,20,Pelagic,1,1,0,0,0,0,0,1,20,no,NA,no,no,Planktotrophic,NA,Carnivorous,3.4,13.68,U,0,0,0,0,3,,0,1,0,http://fishbase.org/summary/Dussumieria-acuta.html,0,0,20.84399986,32.85599899,28.51487689,28.81900024,26.89349937,27.75900078,28.14349937,28.52899933,29.04500008,29.22400093,29.44400024,29.80800056,29.1079998,1.301029996,5,0,0
Dussumieria elopsoides,141,osteichthyen,Clupeiformes,Clupeidae,Dussumieria,LC,10,15,Pelagic,1,0,0,1,0,0,0,1,50,no,Oviparous,no,no,Planktotrophic,Gregarious,Omnivorous,3.4,24.38,L,0,0,0,1,24,,0,1,0,http://fishbase.org/summary/Dussumieria-elopsoides.html,0,0,20.23500061,32.85599899,28.28867104,28.70000076,26.38199997,27.15600014,27.90399933,28.31800079,28.99200058,29.20400047,29.36300087,29.57099915,29.24600029,1.698970004,0,0,0
Dysomma brevirostre,562,osteichthyen,Anguilliformes,Synaphobranchidae,Dysomma,LC,NA,30,Demersal,0,0,1,0,1,0,0,350,650,NA,Oviparous,no,no,Planktotrophic,NA,Carnivorous,3.6,20.65,U,1,0,0,0,2,,0,1,0,http://fishbase.org/summary/Dysomma-brevirostre.html,0,0,22.81100082,28.375,26.67629201,27.34600067,24.22100067,25.00840034,25.88100014,26.84219933,27.60700035,27.83660011,27.99500084,28.1102005,27.58499908,2.812913357,1,0,0
Echelus myrus,560,osteichthyen,Anguilliformes,Ophichthidae,Echelus,LC,90,100,Benthic,0,1,1,0,1,0,0,30,190,NA,Oviparous,no,no,Planktotrophic,NA,Carnivorous,4.3,48.74,U,1,0,0,0,1,,0,0,1,http://fishbase.org/summary/Echelus-myrus.html,0,0,15.77700043,29.67399979,20.40200288,19.87199974,18.55689926,18.99679985,19.3220005,19.55999947,20.2140007,20.70100021,21.48840065,22.01600075,19.59000015,2.278753601,2,1,0
Echeneis naucrates,286,osteichthyen,Perciformes,Echeneidae,Echeneis,LC,95,110,Pelagic,1,0,0,0,0,0,0,1,15,Oceanodromous,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,3.7,54.09,U,1,0,0,0,3,,0,1,0,http://fishbase.org/summary/Echeneis-naucrates.html,0,0,6.394000053,32.85599899,25.9638377,27.67099953,19.02499962,23.33099937,25.77300072,26.88599968,28.14999962,28.61199951,29.125,29.52199936,29.27799988,1.176091259,7,0,0
Echiichthys vipera,287,osteichthyen,Perciformes,Trachinidae,Echiichthys,NA,11,16,Benthic,1,0,0,0,1,0,0,1,10,NA,Oviparous,no,no,Planktotrophic,NA,Carnivorous,4.4,32.51,U,0,0,0,0,1,,0,0,1,http://fishbase.org/summary/Echiichthys-vipera.html,0,0,5.702000141,23.23800087,15.66121387,17.23500061,10.09399986,10.55799961,11.51399994,12.8920002,18.74399948,19.27199936,19.79400063,20.5170002,10.33199978,1,2,0,0
Echinorhinus brucus,515,chondrichtyen,Squaliformes,Squalidae,Echinorhinus,EN,200,310,Demersal,0,1,1,1,1,1,0,10,900,no,Ovoviviparous,no,no,no,Solitary,Carnivorous,4.4,85.1,U,1,1,0,0,2,,1,1,0,http://fishbase.org/summary/Echinorhinus-brucus.html,0,0,5.190999985,30.36800003,18.5683269,18.78499985,10.45600033,13.0340004,15.75699997,17.59900093,20.13199997,22.00699997,24.26600075,25.99900055,18.48600006,2.954242509,1,1,0
Echiodon dentatus,604,osteichthyen,Ophidiiformes,Carapidae,Echiodon,LC,15,17,Benthic,0,1,1,0,1,0,0,80,500,no,Oviparous,no,no,Planktotrophic,NA,Carnivorous,3.7,10,U,0,0,0,0,1,,0,0,1,http://fishbase.org/summary/Echiodon-dentatus.html,0,0,15.98900032,25.65500069,20.57860326,20.13249969,18.45899963,19.02599907,19.36100006,19.61300087,20.8458004,21.56500053,22.17739983,23.62700081,19.54800034,2.698970004,2,0,0
Elagatis bipinnulata,587,osteichthyen,Perciformes,Carangidae,Elagatis,LC,80,120,Pelagic,0,0,0,1,0,0,0,10,30,no,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,4.3,50.69,U,1,0,0,0,3,,0,1,0,http://fishbase.org/summary/Elagatis-bipinnulata.html,0,0,6.747000217,32.85599899,26.62931908,28.01499939,20.97999954,25.21899986,26.48399925,27.42300034,28.41300011,28.87000084,29.27000046,29.62100029,29.27799988,1.477121255,5,1,0
Elates ransonnettii,627,osteichthyen,Scorpaeniformes,Platycephalidae,Elates,NA,15,19,Demersal,1,1,0,0,1,1,0,1,50,no,NA,no,no,NA,NA,Carnivorous,4.1,21.69,H,0,0,0,1,2,,0,1,0,http://fishbase.org/summary/Elates-ransonnettii.html,0,0,22.19099998,32.85599899,28.97554744,29.18099976,27.78700066,28.3390007,28.68899918,28.95499992,29.34000015,29.48699951,29.70800018,30.1060009,29.34900093,1.698970004,1,0,0
Electrona risso,545,osteichthyen,Myctophiformes,Myctophidae,Electrona,LC,6,8,Pelagic,0,0,0,1,0,0,0,90,800,Oceanodromous,Oviparous,no,no,Planktotrophic,NA,Carnivorous,3.4,10,U,0,0,0,0,3,,0,1,0,http://fishbase.org/summary/Electrona-risso.html,0,0,-0.021,32.25099945,22.08611977,24.4659996,11.41600037,16.96100044,19.3409996,21.38699913,26.22400093,27.36100006,28.01000023,28.71699905,27.87999916,2.903089987,3,0,0
Enchelycore anatina,12,osteichthyen,Anguilliformes,Muraenidae,Enchelycore,LC,80,110,Benthic,0,1,0,0,0,1,0,1,30,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,4,69.65,A,1,0,0,1,1,,0,0,1,http://fishbase.org/summary/Enchelycore-anatina.html,0,0,17.91600037,28.47200012,21.55166381,21.1439991,18.93899918,19.37199974,20.08799934,20.4260006,21.84900093,23.06100082,23.91699982,24.4470005,20.26799965,1.477121255,2,1,0
Encrasicholina punctifer,558,osteichthyen,Clupeiformes,Engraulidae,Encrasicholina,LC,NA,13,Pelagic,0,0,0,1,0,0,0,5,35,Oceanodromous,Oviparous,no,no,NA,Gregarious,Carnivorous,3.3,12,NA,0,0,0,1,NA,commercial,0,1,0,https://www.fishbase.de/summary/Encrasicholina-punctifer.html,0,0,20.23500061,32.25099945,27.71444155,28.08099937,25.58399963,26.41799927,27.03100014,27.6760006,28.4279995,28.78199959,29.08799934,29.34600067,29.10199928,1.544068044,3,0,0
Engraulis encrasicolus,68,osteichthyen,Perciformes,Engraulidae,Engraulis,LC,14,20,Pelagic,1,0,0,0,1,0,0,1,400,Oceanodromous,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,3.1,24.7,E,0,0,0,0,3,highly commercial,0,1,0,http://fishbase.org/summary/Engraulis-encUicolus.html,1,1,4.793000221,30.69400024,17.76575435,18.35899925,9.975000381,10.75699997,12.57900047,15.42700005,19.47699928,20.88029957,25.47820053,27.51509953,10.31599998,2.602059991,3,0,0
Engraulis sp.,NA,osteichthyen,Perciformes,Engraulidae,Engraulis,LC,14,20,Pelagic,1,0,0,0,1,0,0,1,400,Oceanodromous,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,3.1,24.7,E,0,0,0,0,3,highly commercial,0,1,0,http://fishbase.org/summary/Engraulis-encUicolus.html,1,1,4.793000221,30.69400024,17.76575435,18.35899925,9.975000381,10.75699997,12.57900047,15.42700005,19.47699928,20.88029957,25.47820053,27.51509953,10.31599998,2.602059991,3,0,0
Entelurus  aequoreus,13,osteichthyen,Syngnathiformes,Syngnathidae,Entelurus,NA,35,60,Benthic,1,1,0,0,0,0,1,1,20,Oceanodromous,Ovoviviparous,no,no,Planktotrophic,Solitary,Carnivorous,3.5,NA,A,1,0,0,1,0,,0,0,1,http://fishbase.org/summary/Entelurus-aequoreus.html,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.301029996,0,0,1
Ephippion guttifer,14,osteichthyen,Tetraodontiformes,Tetraodontidae,Ephippion,LC,40,80,Demersal,1,0,0,1,1,0,0,5,100,Oceanodromous,Oviparous,no,no,Planktotrophic,Both,Carnivorous,3.6,49.18,A,1,0,0,1,2,,0,1,0,http://fishbase.org/summary/Ephippion-guttifer.html,0,0,17.91200066,30.43700027,24.52477684,26.25250053,19.69950008,20.40399933,21.04899979,23.92900085,27.22400093,27.53899956,27.8579998,28.06649971,27.98600006,2,1,0,0
Epigonus constanciae,585,osteichthyen,Perciformes,Apogonidae,Epigonus,LC,16,20,Demersal,0,0,1,0,1,1,0,160,700,no,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,3.4,38.02,U,0,0,0,0,2,,0,1,0,http://fishbase.org/summary/Epigonus-constanciae.html,0,0,15.98900032,30.43700027,23.09588117,21.59850025,18.75399971,19.29999924,19.6060009,20.57900047,25.94000053,27.17000008,27.63899994,27.96299934,19.54800034,2.84509804,1,0,1
Epigonus denticulatus,288,osteichthyen,Perciformes,Apogonidae,Epigonus,LC,19,20,Demersal,0,0,1,1,1,0,0,130,830,no,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,3.4,31.53,U,0,0,0,0,2,,0,1,0,http://fishbase.org/summary/Epigonus-denticulatus.html,0,0,7.532999992,30.36800003,21.60003175,21.64500046,15.44900036,17.62800026,18.87299919,20.10700035,23.38299942,25.55400085,26.52099991,27.41300011,27.86199951,2.919078092,1,0,1
Epigonus telescopus,289,osteichthyen,Perciformes,Apogonidae,Epigonus,LC,50,60,Demersal,0,0,1,1,0,0,0,75,1200,no,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,3.6,70.2,U,1,0,0,0,2,,0,1,0,http://fishbase.org/summary/Epigonus-telescopus.html,0,0,3.852999926,30.69400024,18.69794019,19.13199997,9.301399803,12.24600029,15.84700012,17.94799995,20.34199905,21.8560009,25.36000061,27.42499924,27.86199951,3.079181246,1,0,1
Epinephelus aeneus,290,osteichthyen,Perciformes,Serranidae,Epinephelus,NT,90,130,Demersal,1,0,0,0,1,0,1,20,100,Oceanodromous,Oviparous,Protogynous,no,Planktotrophic,Solitary,Carnivorous,4,52.39,U,1,1,0,0,11,,0,1,0,http://fishbase.org/summary/Epinephelus-aeneus.html,0,0,15.98900032,30.43700027,21.88648001,20.76000023,18.93400002,19.31900024,19.6060009,20.12100029,21.50099945,21.98500061,26.12140007,27.64900017,19.57999992,2,29,1,0
Epinephelus caninus,292,osteichthyen,Perciformes,Serranidae,Epinephelus,DD,110,160,Demersal,0,1,1,0,0,1,0,30,100,no,Oviparous,Protogynous,no,Planktotrophic,Gregarious,Carnivorous,3.8,87.06,U,1,0,0,0,6,,0,1,0,http://fishbase.org/summary/Epinephelus-caninus.html,0,0,15.98900032,30.43700027,23.08746683,21.49799919,19.13699913,19.48399925,19.98140068,20.75499916,25.32999992,26.37599945,27.34600067,27.92900085,27.96299934,2,14,0,0
Epinephelus coioides,142,osteichthyen,Perciformes,Serranidae,Epinephelus,LC,70,100,Demersal,1,0,0,0,1,0,0,1,100,no,Oviparous,Protogynous,no,Planktotrophic,Solitary,Carnivorous,4,57.51,L,1,0,0,1,6,,0,1,0,http://fishbase.org/summary/Epinephelus-coioides.html,0,0,16.42000008,32.81999969,27.90236535,28.71299934,25.0739994,26.59799957,27.72800064,28.29800034,29.03300095,29.27300072,29.48500061,29.88500023,29.35000038,2,8,1,0
Epinephelus fasciatus,291,osteichthyen,Perciformes,Serranidae,Epinephelus,LC,85,140,Demersal,0,1,0,0,1,1,0,10,100,no,Oviparous,Protogynous,no,Planktotrophic,Gregarious,Carnivorous,3.7,53.43,U,1,0,0,0,6,,0,1,0,http://fishbase.org/summary/Epinephelus-fasciatus.html,0,0,11.35900021,32.85599899,27.09309469,28.09399986,23.06699944,25.75799942,26.8579998,27.61000061,28.49900055,28.94499969,29.3010006,29.66500092,29.29599953,2,14,0,0
Epinephelus malabaricus,143,osteichthyen,Perciformes,Serranidae,Epinephelus,LC,80,115,Demersal,1,0,0,0,1,1,0,2,80,Amphidromous,Oviparous,Protogynous,no,Planktotrophic,Solitary,Carnivorous,4.2,40.44,L,1,0,0,1,0,,0,1,0,http://fishbase.org/summary/Epinephelus-malabaricus.html,0,0,16.42000008,32.85599899,27.74652295,28.55500031,24.99799919,26.47400093,27.375,28.09600067,28.90999985,29.19000053,29.39599991,29.70299911,29.24600029,1.903089987,0,1,0
Epinephelus marginatus,293,osteichthyen,Perciformes,Serranidae,Epinephelus,VU,90,150,Demersal,1,0,0,0,0,1,0,10,50,no,Oviparous,Protogynous,no,Planktotrophic,Gregarious,Carnivorous,4.4,71.52,U,1,1,0,0,6,highly commercial,0,1,0,http://fishbase.org/summary/Epinephelus-marginatus.html,1,0,9.078000069,32.15100098,24.74136742,26.79500008,18.56999969,20.0359993,22.41500092,25.82900047,27.45000076,28.09799957,28.56200027,29.06800079,29.06800079,1.698970004,8,1,0
Equulites klunzingeri,155,osteichthyen,Perciformes,Leiognathidae,Equulites,NA,8,12,Demersal,1,0,0,0,1,0,0,1,10,no,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,3.5,31.84,L,0,0,0,1,2,,0,1,0,http://fishbase.org/summary/Equulites-klunzingeri.html,0,0,22.18700027,30.49699974,28.1023541,28.73800087,25.43260059,26.29899979,28.09399986,28.56800079,28.95800018,29.18129959,29.30999947,29.46500015,29.32600021,1,1,0,0
Eretmophorus kleinenbergi,577,osteichthyen,Gadiformes,Moridae,Eretmophorus,LC,NA,9,Demersal,0,1,1,0,1,0,0,30,500,no,Oviparous,no,no,NA,NA,Carnivorous,3.4,26.92,U,0,0,0,0,2,,0,1,0,http://fishbase.org/summary/Eretmophorus-kleinenbergi.html,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.698970004,1,0,0
Etmopterus spinax,516,chondrichtyen,Squaliformes,Etmopteridae,Etmopterus,VU,40,60,Demersal,0,1,1,0,0,0,0,70,2000,no,Ovoviviparous,no,no,no,Solitary,Carnivorous,4.1,62.56,U,1,1,0,0,2,,1,1,0,http://fishbase.org/summary/Etmopterus-spinax.html,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.301029996,1,0,0
Etrumeus sadina,144,osteichthyen,Clupeiformes,Clupeidae,Etrumeus,LC,15,25,Pelagic,1,1,0,1,0,0,0,1,20,Oceanodromous,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,3.6,15.77,L,1,0,0,1,3,,0,1,0,http://fishbase.org/summary/Etrumeus-teres.html,0,0,11.31400013,32.15100098,26.19063651,27.1079998,20.14100075,25.2689991,26.36100006,26.79400063,27.56699944,28.01600075,28.41900063,28.94799995,27.86199951,1.301029996,7,0,0
Eutelichthys leptochirus,101,osteichthyen,Scorpaeniformes,Liparidae,Eutelichthys,DD,3,5,Demersal,0,0,0,1,0,0,0,500,700,no,Oviparous,no,no,Planktotrophic,NA,Carnivorous,3.2,10,E,0,0,0,0,2,,0,1,0,http://fishbase.org/summary/Eutelichthys-leptochirus.html,0,0,12.56700039,20.43099976,17.00796159,18.8579998,13.22500038,13.55000019,13.94040003,16.89220009,19.26099968,19.39599991,19.49900055,19.58399963,19.39500046,2.84509804,1,0,0
Euthynnus alletteratus,295,osteichthyen,Perciformes,Scombridae,Euthynnus,LC,80,100,Pelagic,1,1,0,0,0,0,0,1,40,Oceanodromous,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,4.5,56.97,U,1,0,0,0,3,commercial,0,1,0,http://fishbase.org/summary/Euthynnus-alletteratus.html,1,0,3.608999968,31.86700058,22.45354131,25.57299995,10.6239996,17.27400017,19.90800095,22.70899963,26.75200081,27.40399933,27.89800072,28.27400017,27.87000084,1.602059991,7,1,0
Eutrigla gurnardus,69,osteichthyen,Scorpaeniformes,Triglidae,Eutrigla,NA,40,60,Benthic,0,1,1,0,1,1,0,20,150,Oceanodromous,Oviparous,no,no,Planktotrophic,NA,Carnivorous,3.9,30.08,E,1,0,0,0,1,,0,0,1,http://fishbase.org/summary/Eutrigla-gurnardus.html,0,0,0.617999971,23.23800087,13.37419142,11.70699978,7.18900013,9.182999611,10.09799957,10.65400028,13.88000011,17.7859993,19.39599991,20.43000031,10.33199978,2.176091259,2,0,0
Evermannella balbo,555,osteichthyen,Aulopiformes,Evermannellidae,Evermannella,LC,6,17,Pelagic,0,0,0,1,0,0,0,100,1000,Oceanodromous,Oviparous,no,no,Planktotrophic,Solitary,Piscivorous,4.2,10.56,U,0,0,0,0,0,,0,1,0,http://fishbase.org/summary/Evermannella-balbo.html,0,0,2.832000017,30.06800079,16.30917133,17.4904995,8.292099857,10.3579998,12.24300003,14.47440014,18.94559937,19.86899948,21.24600029,24.22900009,19.29199982,3,23,0,0
Exocoetus obtusirostris,566,osteichthyen,Beloniformes,Exocoetidae,Exocoetus,LC,18,24,Pelagic,0,1,1,0,0,0,0,1,5,Oceanodromous,NA,no,no,NA,Gregarious,Carnivorous,3.1,12.87,U,1,0,0,0,3,,0,1,0,http://fishbase.org/summary/Exocoetus-obtusirostris.html,0,0,3.717999935,32.15100098,24.58633432,27.06200027,17.22200012,21.07099915,24.69400024,26.22299957,27.58300018,27.93700027,28.19300079,28.74699974,28.06599998,0.698970004,7,0,0
Exocoetus volitans,567,osteichthyen,Beloniformes,Exocoetidae,Exocoetus,LC,22,30,Pelagic,0,0,0,1,0,0,0,0,5,Oceanodromous,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,3,16.52,U,1,0,0,0,3,,0,1,0,http://fishbase.org/summary/Exocoetus-volitans.html,0,0,5.795000076,32.85599899,25.24331105,27.27499962,18.1420002,20.75200081,24.90699959,26.29599953,27.94599915,28.33699989,28.91699982,29.37899971,27.99799919,0.698970004,3,0,0
Fistularia commersonii,145,osteichthyen,Syngnathiformes,Fistulariidae,Fistularia,LC,100,160,Demersal,1,0,0,0,1,1,0,1,132,no,NA,no,no,NA,Both,Carnivorous,4.3,68.33,L,1,0,0,1,2,,0,1,0,http://fishbase.org/summary/Fistularia-commersonii.html,0,0,-0.561999977,32.85599899,25.99518294,28.21699905,18.52599907,24.14699936,26.17000008,27.50799942,28.65600014,29.05699921,29.34300041,29.67000008,29.35000038,2.120573931,1,1,0
Fistularia petimba,15,osteichthyen,Syngnathiformes,Fistulariidae,Fistularia,LC,180,200,Demersal,1,0,0,0,1,1,1,18,57,Oceanodromous,Oviparous,no,no,Planktotrophic,Both,Carnivorous,4.4,71,A,1,0,0,1,2,,0,1,0,http://fishbase.org/summary/Fistularia-petimba.html,0,0,6.089000225,32.85599899,25.54230875,27.47999954,17.72599983,22.45199966,25.33600044,26.62599945,28.06599998,28.5340004,29.08600044,29.47100067,29.29599953,1.755874856,1,1,0
Gadella maraldi,578,osteichthyen,Gadiformes,Moridae,Gadella,LC,15,30,Demersal,0,0,1,0,1,1,0,250,500,no,Oviparous,no,no,Planktotrophic,NA,Carnivorous,3.5,40.75,U,1,0,0,0,2,,0,1,0,http://fishbase.org/summary/Gadella-maraldi.html,0,0,15.98900032,30.43700027,24.4322761,25.96800041,19.23200035,19.97299957,21.62400055,24.58620033,26.71899986,27.30999947,27.69440002,28.00399971,27.87999916,2.698970004,1,0,0
Gadiculus argenteus,296,osteichthyen,Gadiformes,Gadidae,Gadiculus,NA,10,15,Benthic,0,1,1,0,1,1,0,100,1000,no,Oviparous,no,no,NA,NA,Carnivorous,3.6,25.07,U,0,0,1,0,1,,0,0,1,http://fishbase.org/summary/Gadiculus-argenteus.html,0,0,3.799000025,23.02199936,14.75191986,14.89000034,9.194000244,10.23799992,11.18799973,12.92500019,16.6439991,18.49190044,19.43300056,20.20000076,10.31599998,3,2,0,0
Gaidropsarus biscayensis,212,osteichthyen,Gadiformes,lotidae,Gaidropsarus,NA,12,40,Demersal,0,1,1,0,1,0,0,80,600,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,3.6,35.72,U,1,0,0,0,2,,0,1,0,http://fishbase.org/summary/Gaidropsarus-biscayensis.html,0,0,10.98200035,21.80599976,17.33094379,18.64100075,13.02700043,13.85720024,15.89030018,17.88079948,19.00499916,19.30800056,19.55699921,19.88599968,19.57999992,2.77815125,1,0,0
Gaidropsarus mediterraneus,297,osteichthyen,Gadiformes,Gadidae,Gaidropsarus,NA,27.5,45,Benthic,1,0,0,0,0,1,0,1,25,Oceanodromous,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,3.5,25.91,U,1,0,0,0,1,,0,0,1,http://fishbase.org/summary/Gaidropsarus-mediterraneus.html,0,0,6.289999962,23.02199936,14.66851886,13.46150017,10.18000031,10.48200035,10.95400047,12.03899956,15.55099964,18.5720005,19.3920002,20.22830048,10.33199978,1.397940009,2,0,0
Gaidropsarus vulgaris,298,osteichthyen,Gadiformes,Gadidae,Gaidropsarus,LC,37.5,60,Benthic,0,1,0,0,1,0,0,30,80,Oceanodromous,Oviparous,no,no,Planktotrophic,NA,Carnivorous,3.5,29.85,U,1,0,0,0,1,,0,0,1,http://fishbase.org/summary/Gaidropsarus-vulgaris.html,0,0,5.702000141,23.02199936,14.66283927,13.43000031,9.977200127,10.35000038,10.80799961,11.69799995,15.99199963,18.74900055,19.53899956,20.33580017,10.33199978,1.903089987,2,0,0
Galeocerdo cuvier,16,chondrichtyen,Carcharhiniformes,Carcharhinidae,Galeocerdo,NT,400,550,Demersal,1,0,0,1,0,0,0,1,300,Oceanodromous,Ovoviviparous,no,no,no,Solitary,Omnivorous,4.5,63.83,A,1,1,0,1,0,,1,1,0,http://fishbase.org/summary/Galeocerdo-cuvier.html,0,0,5.795000076,32.77999878,25.49991545,27.36300087,18.05500031,22.62800026,25.38500023,26.55500031,27.96199989,28.3560009,28.87599945,29.39800072,28.17399979,2.477121255,0,1,0
Galeoides decadactylus,17,osteichthyen,Perciformes,Polynemidae,Galeoides,NT,30,45,Demersal,1,0,0,0,1,0,0,1,50,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,3.6,31.14,A,1,1,0,1,2,,0,1,0,http://fishbase.org/summary/Galeoides-decadactylus.html,0,0,7.84100008,30.79500008,23.83690791,25.94649982,18.81299973,19.77300072,21.00699997,24.37580032,26.92399979,27.44799995,27.86400032,28.10099983,27.86199951,1.698970004,1,0,0
Galeorhinus galeus,299,chondrichtyen,Carcharhiniformes,Triakidae,Galeorhinus,CR,135,200,Demersal,1,1,0,1,1,0,0,10,470,no,Ovoviviparous,no,no,no,Gregarious,Carnivorous,4.3,73.97,U,1,1,0,0,2,,1,1,0,http://fishbase.org/summary/Galeorhinus-galeus.html,0,0,2.178999901,31.94400024,19.64851604,20.06399918,9.562000275,11.66300011,15.49699974,18.22900009,22.44099998,25.8409996,27.46100044,28.19199944,27.95800018,2.672097858,0,1,0
Galeus melastomus,507,chondrichtyen,Carcharhiniformes,Scyliorhinidae,Galeus,LC,50,90,Demersal,0,1,1,0,1,0,0,200,600,no,Oviparous,no,no,no,Solitary,Carnivorous,4.2,57.37,U,1,0,0,0,2,,1,1,0,http://fishbase.org/summary/Galeus-melastomus.html,0,0,5.702000141,28.47200012,15.95438514,16.25699997,10.05500031,10.54500008,11.41369972,13.10999966,19.01199913,19.67000008,20.44599915,21.67000008,10.31599998,2.77815125,1,1,0
Gammogobius steinitzi,70,osteichthyen,Perciformes,Gobiidae,Gammogobius,LC,3.75,4.3,Benthic,1,0,0,0,0,1,0,5,20,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,3.2,10,E,0,0,1,0,1,non commercial,0,0,1,http://fishbase.org/summary/Gammogobius-steinitzi.html,0,0,17.65099907,21.80599976,19.19333496,19.17950058,18.54040012,18.68400002,18.8029995,18.99079933,19.30120049,19.4279995,19.75919914,20.08799934,18.64299965,1.301029996,2,0,1
Gephyroberyx darwinii,18,osteichthyen,Beryciformes,Trachichthyidae,Gephyroberyx,LC,48,60,Demersal,0,0,1,0,0,1,0,70,500,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,3.9,69.13,A,1,0,0,1,2,,0,1,0,http://fishbase.org/summary/Gephyroberyx-darwinii.html,0,0,9.991000175,32.85599899,25.87026743,27.125,19.64900017,23.32699966,25.31100082,26.38400078,27.81100082,28.15600014,28.61899948,29.19300079,27.86199951,2.698970004,1,0,0
Glaucostegus cemiculus,412,chondrichtyen,Rajiformes,Rhinobatidae,Glaucostegus,CR,190,200,Benthic,0,1,0,0,1,0,0,5,50,no,Ovoviviparous,no,no,no,NA,Carnivorous,4,NA,U,1,1,0,0,1,,1,0,1,http://fishbase.org/summary/Rhinobatos-cemiculus.html,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.698970004,10,1,0
